"row_id","itemid","label","abbreviation","dbsource","linksto","category","unitname","param_type","conceptid"
254,256,"INV Line#5SiteAppear","","carevue","chartevents","","","",NA
255,257,"INV Line#6 D/C Date","","carevue","chartevents","","","",NA
257,259,"INV Line#6 [Type]","","carevue","chartevents","","","",NA
258,260,"INV Line#6 Zero/Cal","","carevue","chartevents","","","",NA
259,261,"INV Line#6InsertDate","","carevue","chartevents","","","",NA
260,262,"INV Line#6SiteAppear","","carevue","chartevents","","","",NA
262,264,"INV Line#7 Site Date","","carevue","chartevents","","","",NA
263,265,"INV Line#7 [Type]","","carevue","chartevents","","","",NA
265,267,"INV Line#7InsertDate","","carevue","chartevents","","","",NA
266,268,"INV Line#7SiteAppear","","carevue","chartevents","","","",NA
268,270,"INV Line#8 Site Date","","carevue","chartevents","","","",NA
271,273,"INV Line#8InsertDate","","carevue","chartevents","","","",NA
273,283,"INV#1 WaveformAppear","","carevue","chartevents","","","",NA
274,284,"INV#2 WaveformAppear","","carevue","chartevents","","","",NA
276,286,"INV#4 WaveformAppear","","carevue","chartevents","","","",NA
277,287,"INV#5 WaveformAppear","","carevue","chartevents","","","",NA
278,288,"INV#6 WaveformAppear","","carevue","chartevents","","","",NA
279,289,"INV#7 WaveformAppear","","carevue","chartevents","","","",NA
280,290,"INV#8 WaveformAppear","","carevue","chartevents","","","",NA
281,291,"IV #1 D/C Date","","carevue","chartevents","","","",NA
282,292,"IV #1 Insert Date","","carevue","chartevents","","","",NA
283,294,"IV #1 [Site]","","carevue","chartevents","","","",NA
285,296,"IV #2 Insert Date","","carevue","chartevents","","","",NA
286,297,"IV #2 [Site]","","carevue","chartevents","","","",NA
287,298,"IV #3 D/C Date","","carevue","chartevents","","","",NA
288,299,"IV #3 Insert Date","","carevue","chartevents","","","",NA
289,300,"IV #3 [Site]","","carevue","chartevents","","","",NA
290,301,"IV #4 D/C Date","","carevue","chartevents","","","",NA
293,308,"IV Drip Dose #1","","carevue","chartevents","","","",NA
294,309,"IV Drip Dose #2","","carevue","chartevents","","","",NA
295,310,"IV Drip Medication#1","","carevue","chartevents","","","",NA
296,311,"IV Drip Medication#2","","carevue","chartevents","","","",NA
298,321,"IV Site #2","","carevue","chartevents","","","",NA
299,322,"IV Site #3","","carevue","chartevents","","","",NA
300,323,"IV Site #4","","carevue","chartevents","","","",NA
301,324,"IV Site Appear #1","","carevue","chartevents","","","",NA
302,325,"IV Site Appear #2","","carevue","chartevents","","","",NA
303,326,"IV Site Appear #3","","carevue","chartevents","","","",NA
304,327,"IV Site Appear #4","","carevue","chartevents","","","",NA
307,340,"Imp Skin Cleanse #3","","carevue","chartevents","","","",NA
308,341,"Imp Skin Cleanse #4","","carevue","chartevents","","","",NA
309,342,"Imp Skin Cleanse #5","","carevue","chartevents","","","",NA
310,343,"Imp Skin Cleanse #6","","carevue","chartevents","","","",NA
311,344,"ImpSkin Character #1","","carevue","chartevents","","","",NA
313,346,"ImpSkin Character #3","","carevue","chartevents","","","",NA
314,347,"ImpSkin Character #4","","carevue","chartevents","","","",NA
315,348,"ImpSkin Character #5","","carevue","chartevents","","","",NA
317,350,"ImpSkin #3 [Drain]","","carevue","chartevents","","","",NA
318,351,"ImpSkin #6 [Drain]","","carevue","chartevents","","","",NA
321,354,"ImpSkin #4 [Drain]","","carevue","chartevents","","","",NA
322,355,"ImpSkin #5 [Drain]","","carevue","chartevents","","","",NA
323,356,"ImpSkin Treatment #1","","carevue","chartevents","","","",NA
324,357,"ImpSkin Treatment #2","","carevue","chartevents","","","",NA
325,358,"ImpSkin Treatment #3","","carevue","chartevents","","","",NA
327,360,"ImpSkin Treatment #5","","carevue","chartevents","","","",NA
332,365,"ImpSkin Wound Base#4","","carevue","chartevents","","","",NA
333,366,"ImpSkin Wound Base#5","","carevue","chartevents","","","",NA
334,367,"ImpSkin Wound Base#6","","carevue","chartevents","","","",NA
335,368,"ImpSkin #1 [Width]","","carevue","chartevents","","","",NA
336,369,"ImpSkin #2 [Width]","","carevue","chartevents","","","",NA
337,370,"ImpSkin #3 [Width]","","carevue","chartevents","","","",NA
338,371,"ImpSkin #4 [Width]","","carevue","chartevents","","","",NA
340,373,"ImpSkin #6 [Width]","","carevue","chartevents","","","",NA
341,374,"Impaired Skin Site#1","","carevue","chartevents","","","",NA
342,375,"Impaired Skin Site#2","","carevue","chartevents","","","",NA
344,377,"Impaired Skin Site#4","","carevue","chartevents","","","",NA
345,378,"Impaired Skin Site#5","","carevue","chartevents","","","",NA
346,379,"Impaired Skin Site#6","","carevue","chartevents","","","",NA
348,381,"Inc Cleansing #2","","carevue","chartevents","","","",NA
351,384,"Inc Cleansing #5","","carevue","chartevents","","","",NA
352,385,"Inc Cleansing #6","","carevue","chartevents","","","",NA
353,386,"Inc #1 [Closure]","","carevue","chartevents","","","",NA
354,387,"Inc #2 [Closure]","","carevue","chartevents","","","",NA
356,389,"Inc #4 [Closure]","","carevue","chartevents","","","",NA
357,390,"Inc #5 [Closure]","","carevue","chartevents","","","",NA
359,392,"Inc #1 [Drainage]","","carevue","chartevents","","","",NA
360,393,"Inc #2 [Drainage]","","carevue","chartevents","","","",NA
361,394,"Inc #3 [Drainage]","","carevue","chartevents","","","",NA
362,395,"Inc #4 [Drainage]","","carevue","chartevents","","","",NA
363,396,"Inc #5 [Drainage]","","carevue","chartevents","","","",NA
365,398,"Inc #1 [Dressing]","","carevue","chartevents","","","",NA
366,399,"Inc #2 [Dressing]","","carevue","chartevents","","","",NA
367,400,"Inc #3 [Dressing]","","carevue","chartevents","","","",NA
369,402,"Inc #6 [Dressing]","","carevue","chartevents","","","",NA
370,403,"Inc #4 [Dressing]","","carevue","chartevents","","","",NA
371,404,"Inc/Wound Packing #1","","carevue","chartevents","","","",NA
372,405,"Inc/Wound Packing #2","","carevue","chartevents","","","",NA
374,407,"Inc/Wound Packing #4","","carevue","chartevents","","","",NA
377,410,"Incentive Spirometry","","carevue","chartevents","","","",NA
378,411,"Incision/Wound #1","","carevue","chartevents","","","",NA
379,412,"Incision/Wound #2","","carevue","chartevents","","","",NA
381,414,"Incision/Wound #4","","carevue","chartevents","","","",NA
382,415,"Incision/Wound #5","","carevue","chartevents","","","",NA
383,416,"Incision/Wound #6","","carevue","chartevents","","","",NA
384,417,"Inspired Gas Temp","","carevue","chartevents","","","",NA
385,418,"Intubation Date","","carevue","chartevents","","","",NA
387,420,"LAP","","carevue","chartevents","","","",NA
389,422,"LCWI","","carevue","chartevents","","","",NA
390,423,"LL Strength/Movement","","carevue","chartevents","","","",NA
392,425,"LLL Lung Sounds","","carevue","chartevents","","","",NA
393,426,"LU Strength/Movement","","carevue","chartevents","","","",NA
394,427,"LUE [Temp]","","carevue","chartevents","","","",NA
396,429,"LVAD Flow LPM","","carevue","chartevents","","","",NA
399,432,"Level of Conscious","","carevue","chartevents","","","",NA
400,434,"Low Exhaled Min Vol","","carevue","chartevents","","","",NA
401,435,"Low Exhaled Vt","","carevue","chartevents","","","",NA
402,436,"Low Insp. Pressure","","carevue","chartevents","","","",NA
403,437,"Low Peep","","carevue","chartevents","","","",NA
404,438,"MAP","","carevue","chartevents","","","",NA
406,440,"MDI #2 [Puff]","","carevue","chartevents","","","",NA
408,442,"Manual BP [Systolic]","","carevue","chartevents","","","",NA
409,443,"Manual BP Mean(calc)","","carevue","chartevents","","","",NA
410,444,"Mean Airway Pressure","","carevue","chartevents","","","",NA
411,445,"Mech. Minute Volume","","carevue","chartevents","","","",NA
412,446,"Micro-Neb Treatment","","carevue","chartevents","","","",NA
413,447,"Minimal Leak Present","","carevue","chartevents","","","",NA
415,449,"Minute Volume (Set)","","carevue","chartevents","","","",NA
416,450,"Minute Volume(Obser)","","carevue","chartevents","","","",NA
417,453,"Motor Deficits","","carevue","chartevents","","","",NA
419,455,"NBP [Systolic]","","carevue","chartevents","","","",NA
420,456,"NBP Mean","","carevue","chartevents","","","",NA
421,457,"NMB Medication","","carevue","chartevents","","","",NA
422,458,"Nares [Right]","","carevue","chartevents","","","",NA
425,461,"Neuro Drain Drainage","","carevue","chartevents","","","",NA
426,462,"Neuro Drain [Level]","","carevue","chartevents","","","",NA
427,463,"Neuro Drain Status","","carevue","chartevents","","","",NA
428,464,"Neuro Drain Type","","carevue","chartevents","","","",NA
429,465,"Neuro Symptoms","","carevue","chartevents","","","",NA
430,466,"Nursing Consultation","","carevue","chartevents","","","",NA
431,467,"O2 Delivery Device","","carevue","chartevents","","","",NA
432,468,"O2 Delivery Device#2","","carevue","chartevents","","","",NA
433,469,"O2 Delivery Mode","","carevue","chartevents","","","",NA
434,470,"O2 Flow (lpm)","","carevue","chartevents","","","",NA
436,472,"O2AV","","carevue","chartevents","","","",NA
437,473,"O2AVI","","carevue","chartevents","","","",NA
438,474,"O2ER","","carevue","chartevents","","","",NA
439,477,"Oral Care","","carevue","chartevents","","","",NA
440,478,"Oral Cavity","","carevue","chartevents","","","",NA
441,479,"Orientation","","carevue","chartevents","","","",NA
443,481,"Orthostat HR sitting","","carevue","chartevents","","","",NA
445,483,"OrthostatHR standing","","carevue","chartevents","","","",NA
446,484,"Orthostatic BP lying [Systolic]","","carevue","chartevents","","","",NA
447,485,"Orthostatic HR lying","","carevue","chartevents","","","",NA
449,487,"Ostomy [Type]","","carevue","chartevents","","","",NA
450,490,"PAO2","","carevue","chartevents","","","",NA
451,491,"PAP Mean","","carevue","chartevents","","","",NA
452,492,"PAP [Systolic]","","carevue","chartevents","","","",NA
453,493,"PCA 1 Hr Limit (mg)","","carevue","chartevents","","","",NA
454,494,"PCA Basal Rate","","carevue","chartevents","","","",NA
455,495,"PCA Bolus","","carevue","chartevents","","","",NA
456,496,"PCA Dose","","carevue","chartevents","","","",NA
457,497,"Patient controlled analgesia (PCA) [Inject]","","carevue","chartevents","","","",NA
458,498,"PCA Lockout (Min)","","carevue","chartevents","","","",NA
461,501,"PCV Exh Vt (Obser)","","carevue","chartevents","","","",NA
462,502,"PCV Insp Vt (Obser)","","carevue","chartevents","","","",NA
464,504,"PCWP","","carevue","chartevents","","","",NA
465,505,"PEEP","","carevue","chartevents","","","",NA
466,506,"PEEP Set","","carevue","chartevents","","","",NA
467,507,"PIP","","carevue","chartevents","","","",NA
468,508,"PT Splint #1 [Location]","","carevue","chartevents","","","",NA
469,509,"PT Splint #2 [Location]","","carevue","chartevents","","","",NA
471,511,"PT Splint #4 [Location]","","carevue","chartevents","","","",NA
472,512,"PVR","","carevue","chartevents","","","",NA
475,516,"Pacemaker Type","","carevue","chartevents","","","",NA
476,517,"Pacer Rate","","carevue","chartevents","","","",NA
477,518,"Pacer Wire Condition","","carevue","chartevents","","","",NA
479,520,"Pacer Wires Ground","","carevue","chartevents","","","",NA
481,522,"Pain Cause","","carevue","chartevents","","","",NA
482,523,"Pain Level (Movemnt)","","carevue","chartevents","","","",NA
484,525,"Pain Location","","carevue","chartevents","","","",NA
486,527,"Pain Type","","carevue","chartevents","","","",NA
488,530,"Peak Flow","","carevue","chartevents","","","",NA
489,531,"Peak Flow % (pred)","","carevue","chartevents","","","",NA
490,532,"Peak Flow (Calc)","","carevue","chartevents","","","",NA
492,534,"Peak Flow (actual)","","carevue","chartevents","","","",NA
494,536,"Peri Care","","carevue","chartevents","","","",NA
495,537,"Pericard Drain Site","","carevue","chartevents","","","",NA
496,538,"Pericard Drain Stat","","carevue","chartevents","","","",NA
498,541,"PetCO2/TcCO2","","carevue","chartevents","","","",NA
499,542,"Pin Care","","carevue","chartevents","","","",NA
500,543,"Plateau Pressure","","carevue","chartevents","","","",NA
501,544,"Plateau Time (7200)","","carevue","chartevents","","","",NA
502,545,"Plateau-Off","","carevue","chartevents","","","",NA
503,546,"Popliteal Pulse [Right]","","carevue","chartevents","","","",NA
505,548,"Position Change","","carevue","chartevents","","","",NA
507,550,"Precautions","","carevue","chartevents","","","",NA
508,551,"Pressure Sore #1 [Stage]","","carevue","chartevents","","","",NA
510,553,"Pressure Sore #3 [Stage]","","carevue","chartevents","","","",NA
511,554,"Press Sore Site #2","","carevue","chartevents","","","",NA
513,556,"PressSore Depth #2","","carevue","chartevents","","","",NA
514,557,"PressSore Depth #3","","carevue","chartevents","","","",NA
515,558,"Pressure Sore #1 [Drainage]","","carevue","chartevents","","","",NA
516,559,"Pressure Sore #2 [Drainage]","","carevue","chartevents","","","",NA
517,560,"Pressure Sore #3 [Drainage]","","carevue","chartevents","","","",NA
518,561,"Pressure Sore #1 [Width]","","carevue","chartevents","","","",NA
519,562,"Pressure Sore #2 [Width]","","carevue","chartevents","","","",NA
520,563,"Pressure Sore #3 [Width]","","carevue","chartevents","","","",NA
524,567,"PressSoreTreatment#1","","carevue","chartevents","","","",NA
525,568,"PressSoreTreatment#2","","carevue","chartevents","","","",NA
526,569,"PressSoreTreatment#3","","carevue","chartevents","","","",NA
527,570,"PressSoreWoundBase#1","","carevue","chartevents","","","",NA
529,572,"PressSoreWoundBase#3","","carevue","chartevents","","","",NA
530,573,"Pressure Sore Odor#1","","carevue","chartevents","","","",NA
532,575,"Pressure Sore Odor#3","","carevue","chartevents","","","",NA
534,577,"Pressure Sore Site#3","","carevue","chartevents","","","",NA
535,578,"Pressure Support","","carevue","chartevents","","","",NA
536,579,"PressureReduceDevice","","carevue","chartevents","","","",NA
537,580,"Previous Weight","","carevue","chartevents","","","",NA
538,581,"Previous WeightF","","carevue","chartevents","","","",NA
539,582,"Procedures","","carevue","chartevents","","","",NA
540,583,"Pulses Paradoxus","","carevue","chartevents","","","",NA
543,586,"QTc","","carevue","chartevents","","","",NA
544,587,"Qs/Qt","","carevue","chartevents","","","",NA
545,588,"RCW","","carevue","chartevents","","","",NA
547,590,"RL Strength/Movement","","carevue","chartevents","","","",NA
548,591,"RLE [Temperature]","","carevue","chartevents","","","",NA
549,592,"RLE [Sensation]","","carevue","chartevents","","","",NA
550,593,"RLL Lung Sounds","","carevue","chartevents","","","",NA
552,595,"RSBI (<200)","","carevue","chartevents","","","",NA
553,596,"RU Strength/Movement","","carevue","chartevents","","","",NA
554,597,"RUE [Temperature]","","carevue","chartevents","","","",NA
555,598,"RUE [Sensation]","","carevue","chartevents","","","",NA
556,599,"RUL Lung Sounds","","carevue","chartevents","","","",NA
558,601,"RVSW","","carevue","chartevents","","","",NA
562,605,"Reason For Restraint","","carevue","chartevents","","","",NA
563,606,"Rec. Breath Pressure","","carevue","chartevents","","","",NA
564,607,"Rec.Breath Time(sec)","","carevue","chartevents","","","",NA
565,608,"Recruit Breath","","carevue","chartevents","","","",NA
566,609,"Remote Alarm","","carevue","chartevents","","","",NA
568,611,"Replace Rate ml/hr","","carevue","chartevents","","","",NA
569,612,"Replace.Fluid Infuse","","carevue","chartevents","","","",NA
571,614,"Resp Rate (Spont)","","carevue","chartevents","","","",NA
572,615,"Resp Rate (Total)","","carevue","chartevents","","","",NA
574,617,"Respiratory Pattern","","carevue","chartevents","","","",NA
575,618,"Respiratory Rate","","carevue","chartevents","","","",NA
576,619,"Respiratory Rate Set","","carevue","chartevents","","","",NA
577,620,"Responds to Stimuli [Type]","","carevue","chartevents","","","",NA
578,621,"Restraint Location","","carevue","chartevents","","","",NA
579,622,"Restraint Type","","carevue","chartevents","","","",NA
580,623,"Restraints Evaluated","","carevue","chartevents","","","",NA
581,624,"Return Pressure mmHg","","carevue","chartevents","","","",NA
583,626,"SVR","","carevue","chartevents","","","",NA
584,627,"SVRI","","carevue","chartevents","","","",NA
585,628,"Sedation Score","","carevue","chartevents","","","",NA
586,629,"Seizure Activity","","carevue","chartevents","","","",NA
589,632,"Sensory Level","","carevue","chartevents","","","",NA
591,638,"Sigh Rate","","carevue","chartevents","","","",NA
593,640,"Significant Events","","carevue","chartevents","","","",NA
596,643,"Skin Color","","carevue","chartevents","","","",NA
597,644,"Skin Integrity","","carevue","chartevents","","","",NA
598,645,"Skin [Temperature]","","carevue","chartevents","","","",NA
599,646,"SpO2","","carevue","chartevents","","","",NA
600,647,"Spare Trach Present","","carevue","chartevents","","","",NA
601,648,"Speech","","carevue","chartevents","","","",NA
602,649,"Spiritual Support","","carevue","chartevents","","","",NA
604,651,"Spon RR (Mech.)","","carevue","chartevents","","","",NA
605,652,"Spon. Vt (L) (Mech.)","","carevue","chartevents","","","",NA
606,653,"Spont. Resp. Rate","","carevue","chartevents","","","",NA
608,655,"Spontaneous Movement","","carevue","chartevents","","","",NA
609,656,"Sputum [Color]","","carevue","chartevents","","","",NA
610,657,"Sputum Source","","carevue","chartevents","","","",NA
611,659,"Stool [Color]","","carevue","chartevents","","","",NA
612,660,"Stool Guaiac","","carevue","chartevents","","","",NA
613,661,"Stool Management","","carevue","chartevents","","","",NA
614,662,"Stroke Volume","","carevue","chartevents","","","",NA
617,665,"System Integrity","","carevue","chartevents","","","",NA
618,666,"Systolic Unloading","","carevue","chartevents","","","",NA
619,667,"TCPCV Apnea Settings","","carevue","chartevents","","","",NA
620,668,"TCPCV Fixed I Time","","carevue","chartevents","","","",NA
621,669,"TCPCV I:E Ratio","","carevue","chartevents","","","",NA
622,670,"TCPCV Insp. Pressure","","carevue","chartevents","","","",NA
623,671,"TCPCV Insp. Time","","carevue","chartevents","","","",NA
