"row_id","icd9_code","short_title","long_title"
365,64,"Complete thyroidectomy","Complete thyroidectomy"
366,650,"Substern thyroidect NOS","Substernal thyroidectomy, not otherwise specified"
367,651,"Part substern thyroidect","Partial substernal thyroidectomy"
369,66,"Lingual thyroid excision","Excision of lingual thyroid"
370,67,"Thyrogloss duct excision","Excision of thyroglossal duct or tract"
371,681,"Total parathyroidectomy","Complete parathyroidectomy"
372,689,"Other parathyroidectomy","Other parathyroidectomy"
374,692,"Thyroid vessel ligation","Ligation of thyroid vessels"
377,695,"Parathyroid reimplant","Parathyroid tissue reimplantation"
378,698,"Other thyroid operations","Other operations on thyroid glands"
379,699,"Other parathyroid ops","Other operations on parathyroid glands"
381,701,"Unilat adrenal explorat","Unilateral exploration of adrenal field"
382,702,"Bilat adrenal explorat","Bilateral exploration of adrenal field"
383,711,"Closed adrenal gland bx","Closed [percutaneous] [needle] biopsy of adrenal gland"
384,712,"Open adrenal gland bx","Open biopsy of adrenal gland"
385,713,"Transfront pituitary bx","Biopsy of pituitary gland, transfrontal approach"
387,715,"Pituitary biopsy NOS","Biopsy of pituitary gland, unspecified approach"
389,717,"Pineal biopsy","Biopsy of pineal gland"
390,719,"Endocrine dx proc NEC","Other diagnostic procedures on adrenal glands, pituitary gland, pineal gland, and thymus"
392,722,"Unilateral adrenalectomy","Unilateral adrenalectomy"
393,729,"Part adrenalectomy NEC","Other partial adrenalectomy"
394,73,"Bilateral adrenalectomy","Bilateral adrenalectomy"
396,742,"Adrenal nerve division","Division of nerves to adrenal glands"
399,745,"Adrenal reimplantation","Reimplantation of adrenal tissue"
400,749,"Adrenal operation NEC","Other operations on adrenal glands, nerves, and vessels"
401,751,"Pineal field exploration","Exploration of pineal field"
402,752,"Pineal gland incision","Incision of pineal gland"
403,753,"Partial pinealectomy","Partial excision of pineal gland"
404,754,"Total pinealectomy","Total excision of pineal gland"
406,761,"Exc pituit les-transfron","Partial excision of pituitary gland, transfrontal approach"
408,763,"Part excis pituitary NOS","Partial excision of pituitary gland, unspecified approach"
409,764,"Tot exc pituit-transfron","Total excision of pituitary gland, transfrontal approach"
410,765,"Tot exc pituit-transphen","Total excision of pituitary gland, transsphenoidal approach"
411,768,"Total exc pituitary NEC","Total excision of pituitary gland, other specified approach"
412,769,"Total exc pituitary NOS","Total excision of pituitary gland, unspecified approach"
413,771,"Pituitary fossa explorat","Exploration of pituitary fossa"
415,779,"Pituitary operation NEC","Other operations on hypophysis"
416,780,"Thymectomy NOS","Thymectomy, not otherwise specified"
417,781,"Oth part excision thymus","Other partial excision of thymus"
419,783,"Thorac part exisn thymus","Thoracoscopic partial excision of thymus"
420,784,"Thorac total exc thymus","Thoracoscopic total excision of thymus"
421,791,"Thymus field exploration","Exploration of thymus field"
422,792,"Other incision of thymus","Other incision of thymus"
425,795,"Thorac incision thymus","Thoracoscopic incision of thymus"
426,798,"Oth thorac op thymus NOS","Other and unspecified thoracoscopic operations on thymus"
427,799,"Other thymus ops NOS","Other and unspecified operations on thymus"
428,801,"Incision of lid margin","Incision of lid margin"
429,802,"Blepharorrhaphy severing","Severing of blepharorrhaphy"
430,809,"Other eyelid incision","Other incision of eyelid"
431,811,"Eyelid biopsy","Biopsy of eyelid"
432,819,"Eyelid dx procedure NEC","Other diagnostic procedures on eyelid"
433,820,"Remove eyelid lesion NOS","Removal of lesion of eyelid, not otherwise specified"
434,821,"Chalazion excision","Excision of chalazion"
436,823,"Exc maj les lid prt-thic","Excision of major lesion of eyelid, partial-thickness"
437,824,"Exc maj les lid ful-thic","Excision of major lesion of eyelid, full-thickness"
438,825,"Destruction lid lesion","Destruction of lesion of eyelid"
439,831,"Ptosis rep-front mus sut","Repair of blepharoptosis by frontalis muscle technique with suture"
440,832,"Ptosis rep-fron mus slng","Repair of blepharoptosis by frontalis muscle technique with fascial sling"
441,833,"Ptosis rep-levat mus adv","Repair of blepharoptosis by resection or advancement of levator muscle or aponeurosis"
443,835,"Ptos rep-tarsal techniq","Repair of blepharoptosis by tarsal technique"
445,837,"Reduc overcorrect ptosis","Reduction of overcorrection of ptosis"
446,838,"Correct lid retraction","Correction of lid retraction"
447,841,"Thermocaut/entropion rep","Repair of entropion or ectropion by thermocauterization"
449,843,"Wedg resec entropion rep","Repair of entropion or ectropion with wedge resection"
450,1421,"Chorioret les diathermy","Destruction of chorioretinal lesion by diathermy"
451,1422,"Chorioretin les cryother","Destruction of chorioretinal lesion by cryotherapy"
452,2932,"Pharyngeal diverticulec","Pharyngeal diverticulectomy"
453,2933,"Pharyngectomy","Pharyngectomy (partial)"
454,2939,"Excis/destr les phar NEC","Other excision or destruction of lesion or tissue of pharynx"
455,294,"Plastic op on pharynx","Plastic operation on pharynx"
456,2951,"Suture of pharyngeal lac","Suture of laceration of pharynx"
457,2952,"Clos branch cleft fistul","Closure of branchial cleft fistula"
458,2953,"Clos pharynx fistula NEC","Closure of other fistula of pharynx"
461,3322,"Fiber-optic bronchoscopy","Fiber-optic bronchoscopy"
462,3323,"Other bronchoscopy","Other bronchoscopy"
464,3325,"Open bronchial biopsy","Open biopsy of bronchus"
465,3326,"Closed lung biopsy","Closed [percutaneous] [needle] biopsy of lung"
466,3327,"Clos endoscopic lung bx","Closed endoscopic biopsy of lung"
467,3328,"Open lung biopsy","Open biopsy of lung"
468,3329,"Bronch/lung dx proc NEC","Other diagnostic procedures on lung or bronchus"
469,3331,"Destr phren-lung collaps","Destruction of phrenic nerve for collapse of lung"
471,3333,"Pneumoperit-lung collaps","Pneumoperitoneum for collapse of lung"
472,3334,"Thoracoplasty","Thoracoplasty"
475,3342,"Bronchial fistula clos","Closure of bronchial fistula"
476,3343,"Lung laceration closure","Closure of laceration of lung"
477,3348,"Bronchial repair NEC","Other repair and plastic operations on bronchus"
479,3350,"Lung transplant NOS","Lung transplantation, not otherwise specified"
481,3352,"Bilat lung transplant","Bilateral lung transplantation"
482,336,"Comb heart/lung transpla","Combined heart-lung transplantation"
484,3372,"Endo pulm arwy flow msmt","Endoscopic pulmonary airway flow measurement"
486,3378,"Endo rem bronch devc/sub","Endoscopic removal of bronchial device(s) or substances"
488,3391,"Bronchial dilation","Bronchial dilation"
489,3392,"Bronchial ligation","Ligation of bronchus"
490,3393,"Puncture of lung","Puncture of lung"
492,3399,"Lung operation NEC","Other operations on lung"
494,3402,"Exploratory thoracotomy","Exploratory thoracotomy"
495,3403,"Reopen thoracotomy site","Reopening of recent thoracotomy site"
496,3404,"Insert intercostal cath","Insertion of intercostal catheter for drainage"
498,3406,"Thorac drain pleurl cav","Thoracoscopic drainage of pleural cavity"
499,3409,"Other pleural incision","Other incision of pleura"
500,341,"Incision of mediastinum","Incision of mediastinum"
501,3420,"Thoracoscopic pleural bx","Thoracoscopic pleural biopsy"
502,3421,"Transpleura thoracoscopy","Transpleural thoracoscopy"
503,3422,"Mediastinoscopy","Mediastinoscopy"
505,3424,"Pleural biopsy NEC","Other pleural biopsy"
507,3426,"Open mediastinal biopsy","Open mediastinal biopsy"
508,3427,"Biopsy of diaphragm","Biopsy of diaphragm"
510,3429,"Dx proc mediastinum NEC","Other diagnostic procedures on mediastinum"
511,343,"Destruct mediastin les","Excision or destruction of lesion or tissue of mediastinum"
513,3471,"Suture chest wall lacer","Suture of laceration of chest wall"
514,3472,"Thoracostomy closure","Closure of thoracostomy"
515,3473,"Clos thoracic fistul NEC","Closure of other fistula of thorax"
516,3474,"Pectus deformity repair","Repair of pectus deformity"
517,3479,"Other chest wall repair","Other repair of chest wall"
518,3481,"Excise diaphragm lesion","Excision of lesion or tissue of diaphragm"
519,3482,"Suture diaphragm lacerat","Suture of laceration of diaphragm"
520,3483,"Close diaphragm fistula","Closure of fistula of diaphragm"
524,3491,"Thoracentesis","Thoracentesis"
525,3492,"Inject into thorax cavit","Injection into thoracic cavity"
526,3493,"Repair of pleura","Repair of pleura"
527,3499,"Thoracic operation NEC","Other operations on thorax"
529,3501,"Closed aortic valvotomy","Closed heart valvotomy, aortic valve"
530,3502,"Closed mitral valvotomy","Closed heart valvotomy, mitral valve"
532,3504,"Closed tricusp valvotomy","Closed heart valvotomy, tricuspid valve"
534,3506,"Trnsapcl rep aortc valve","Transapical replacement of aortic valve"
535,3507,"Endovas repl pulm valve","Endovascular replacement of pulmonary valve"
536,3508,"Trnsapcl repl pulm valve","Transapical replacement of pulmonary valve"
537,3509,"Endovas repl uns hrt vlv","Endovascular replacement of unspecified heart valve"
538,3510,"Open valvuloplasty NOS","Open heart valvuloplasty without replacement, unspecified valve"
539,3511,"Opn aortic valvuloplasty","Open heart valvuloplasty of aortic valve without replacement"
540,3512,"Opn mitral valvuloplasty","Open heart valvuloplasty of mitral valve without replacement"
543,3520,"Opn/oth rep hrt vlv NOS","Open and other replacement of unspecified heart valve"
544,3521,"Opn/oth rep aort vlv-tis","Open and other replacement of aortic valve with tissue graft"
545,3522,"Opn/oth rep aortic valve","Open and other replacement of aortic valve"
547,3451,"Decortication of lung","Decortication of lung"
548,3452,"Thoracoscopc decort lung","Thoracoscopic decortication of lung"
549,3459,"Other pleural excision","Other excision of pleura"
550,346,"Scarification of pleura","Scarification of pleura"
552,311,"Temporary tracheostomy","Temporary tracheostomy"
553,3121,"Mediastinal tracheostomy","Mediastinal tracheostomy"
554,3129,"Other perm tracheostomy","Other permanent tracheostomy"
555,313,"Incis larynx trachea NEC","Other incision of larynx or trachea"
556,3141,"Tracheoscopy thru stoma","Tracheoscopy through artificial stoma"
558,3143,"Closed biopsy larynx","Closed [endoscopic] biopsy of larynx"
562,3149,"Oth trachea dx procedure","Other diagnostic procedures on trachea"
563,315,"Local destruc trach les","Local excision or destruction of lesion or tissue of trachea"
564,3161,"Suture of laryngeal lac","Suture of laceration of larynx"
565,3162,"Laryngeal fistula clos","Closure of fistula of larynx"
566,3163,"Laryngostomy revision","Revision of laryngostomy"
568,3169,"Other laryngeal repair","Other repair of larynx"
569,3171,"Suture of tracheal lacer","Suture of laceration of trachea"
571,3173,"Trachea fistula clos NEC","Closure of other fistula of trachea"
572,3174,"Revision of tracheostomy","Revision of tracheostomy"
574,3179,"Other tracheal repair","Other repair and plastic operations on trachea"
575,3191,"Laryngeal nerv division","Division of laryngeal nerve"
576,3192,"Lysis trach/larynx adhes","Lysis of adhesions of trachea or larynx"
577,3193,"Replace trac/laryn stent","Replacement of laryngeal or tracheal stent"
